median_income,median_house_value
15.0001,500001
10.3467,500001
7.7382,500001
7.1674,500001
8.9565,500001
5.5,500001
2.0511,350000
2.2857,500001
1.3125,350000
1.583,350000
2.2444,500000
7.0674,500001
6.7703,500001
14.2867,500001
9.2225,500001
3.2545,500001
4.4674,500001
4.7109,500000
5.7097,316700
7.2675,500001
5.3777,500001
5.2555,500001
6.2389,500001
6.1527,500001
7.4219,500001
4.1908,500001
5.1999,500001
10.8045,500001
6.871,500001
4.8304,500001
6.7115,500001
3.9673,477300
4.1141,305000
4.8618,500001
5.8587,494700
2.1875,181300
3.6673,283300
2.7679,277500
2.6509,410000
3.7549,275000
3.2663,337500
3.5335,268800
3.0173,393800
3.0069,325000
3.6976,360000
3.1235,420800
3.287,348100
3.9489,360200
2.6528,300000
3.7813,336300
2.1875,225000
0.536,350000
3.0714,347800
5.2954,485100
4.925,409800
4.5833,427500
5.8758,500001
5.0151,500001
7.8164,500001
5.0762,500001
9.272,500001
12.8483,500001
8.1484,500001
3.7277,500001
8.0239,500001
4.0283,412500
5.222,500001
3.6953,500001
4.0153,460000
10.9805,500001
11.1768,500001
5.1637,500001
6.626,500001
5.6454,500001
7.3028,500001
5.5951,461300
8.5938,500001
10.4519,500001
6.6368,500001
2.2961,207700
2.7226,254200
6.2895,340400
2.0437,309100
3.4063,271600
4.125,237500
4.7386,340400
3.9038,308300
3.2228,232500
3.0574,319400
3.2222,319400
6.5669,372800
2.8418,327300
3.116,300000
2.4135,184400
3.1642,366700
3.5022,281300
3.0965,320000
3.1415,55000
3.4058,275000
2.9344,222100
3.7206,230900
3.1827,202800
2.767,143000
2.6402,185700
2.25,333300
4.0781,289400
5.0866,427300
5.2099,373600
3.2308,340800
3.1875,372700
3.3542,344200
3.2396,352400
3.6467,346700
3.625,357600
4.2434,331000
3.125,343800
3.3482,318100
4.0231,353900
4.2411,350900
6.2583,386000
4.5795,400000
5.1708,418800
5.8666,440100
6.3516,354300
6.4755,405800
4.0429,500001
5.3403,489800
6.2917,465700
3.9091,500001
8.1631,500001
4.3906,500001
4.5278,374300
3.6019,463600
3.6488,340800
4.9676,414100
3.1941,394700
2.2402,450000
3.3462,307000
3.1746,348800
3.4269,301900
3.725,310000
3.3955,225000
3.0833,315500
4.7083,420100
3.5667,394000
2.697,412500
6.4232,446600
4.7009,500001
6.0804,420000
2.599,362200
4.75,355800
4.7,334700
3.875,321300
3.3995,324000
3.1579,243100
4.1083,324300
3.099,335400
3.6611,344200
3.9798,458600
2.7058,310900
5.6428,343100
2.918,345600
5.1664,326700
4.7344,346900
4.2813,297200
2.7143,287500
2.288,263500
2.3542,235700
2.8417,321400
2.6042,305800
2.0714,300000
2.5938,285000
2.1471,239300
2.3417,425000
2.5523,387500
3.015,414300
3.0682,412500
2.8514,358700
3.4071,267500
2.975,500001
2.2643,350000
4.1861,363200
3.5234,334700
4.0598,335900
3.6458,325800
3.875,372000
4.45,348300
3.962,345800
4.575,326700
2.9722,325000
3.1607,339000
3.1992,303800
4.337,360600
5.2121,466700
4.0156,500001
3.8935,500001
5.128,500001
4.5673,343100
6.0672,420800
3.8068,500001
3.8698,500001
6.1726,500001
10,500001
12.0088,500001
5.8083,321800
2.8393,272000
3.191,271200
2.9338,276300
3.1603,287500
3.725,284600
4.3281,324000
7.5426,351700
2.6667,320000
4.0189,302900
4.4228,366900
3.6667,450000
4.875,301300
4.3333,303900
1.1985,215000
4.0893,248900
4.5521,263800
2.7153,265500
3.6538,276100
2.825,276700
3.9727,307200
6.2673,357200
7.4897,362600
6.235,361400
5.1333,345900
6.5778,350800
5.8143,340700
3.625,329400
3.0927,316000
4.3438,331800
3.3889,285700
6.1333,387200
5.5941,363500
6.8197,363600
6.0286,356000
6.2022,365900
4.6176,352300
4.9375,365200
5.618,365900
6.1985,422000
5.8864,500001
5.6435,500001
8.7819,500001
7.7197,500001
5.0714,356100
5.1064,283200
5.6169,411200
5.9856,432100
5.611,456600
7.5953,434800
4.6364,456300
5.9544,377200
5.6732,330700
5.726,287800
6.019,294500
4.6923,299000
3.2708,400000
2.5833,187500
3.111,247600
4.1852,303300
3.9792,266700
4.1471,284400
4.7375,289600
5.723,500001
6.3267,500001
6.2551,500001
2.1875,175900
2.6546,159600
4.4636,162000
3.8372,156400
2.4741,151200
2.7368,162800
2.6618,179700
4.317,232800
2.9063,184100
3.59,200600
4.381,238700
5.1727,230200
4.9792,251300
1.9049,222200
2.6491,216700
4.7222,239600
4.9196,232400
2.3942,200000
3.1851,240200
3.5473,226300
2.9619,223400
2.6136,213600
2.8106,184400
2.6368,175900
5.322,282700
5.3106,268300
3.125,233300
3.0057,235300
2.9154,203300
3.163,224200
4.6207,304100
3.1779,171100
3.35,163100
5.5,181500
2.375,128000
3.6161,131300
1.3333,187500
3.35,177700
3.1613,182300
3.3929,184600
4,165500
4.3816,191300
3.3009,168000
3.2011,169100
2,165400
3.3427,154200
2.5,157500
3.1392,146200
2.9375,174000
2.0458,174500
2.1447,158700
2.8462,172000
2.7143,138100
2.7308,150400
1.9208,139800
1.9923,164700
3.5488,205600
2.5588,350000
2.0956,154700
1.4444,182100
2.25,152300
2.1311,163100
2.4545,164200
1.9964,150600
2.5262,167300
3.2115,160100
1.5369,141300
3.125,112500
2.9571,346200
5.7764,290500
2.9063,146900
2.45,186800
1.8393,187500
1.5394,200000
1.2276,208300
0.7591,350000
4.2308,416100
5.1269,285200
5.6611,265600
4.625,273400
4.4671,270800
4.5074,350000
4.3472,351200
2.5795,192400
3.5056,203100
2.7031,218900
2.1473,195300
2.2188,306700
2.75,238300
2.0329,225800
2.5759,225000
2.1382,242300
3.3616,268500
2.7451,255400
2.9386,260500
5.0874,368500
5.249,351900
3.9167,285200
4.194,293900
4.2059,350000
1.8584,248100
2.0469,234500
2.1935,243200
1.9167,227200
2.7139,231700
3.1932,257500
3.4474,253400
3.3397,267800
3.5694,276400
4.1812,321500
4.1451,326700
4.7216,311900
5.4533,409800
7.6886,500001
6.4246,446700
3.7596,300000
5.3074,401900
6.2028,361500
3.1071,464300
4.25,332800
4.5606,303800
3.274,254300
3.5109,225000
3.7282,287500
7.642,396400
6,367100
7.1463,394100
7.585,380100
4.5486,361000
5.3473,352700
6.01,254200
5.1028,292100
4.1667,271200
4.9355,336900
4.6852,296200
6.1873,312100
6.6277,344400
5.7083,329500
4.4821,271900
4.4083,217700
5.5362,301200
5.0862,261300
4.5759,209200
7.5582,263700
5.4306,326600
3.5707,341700
3.5174,268000
3.3287,273400
2.5463,200000
3.4148,234800
3.4531,263900
4.1523,252000
3.8068,267000
6.213,285000
5.3925,317900
3.399,306300
5.5756,309900
3.5777,245600
5.529,241300
7.2812,462200
3.6875,422000
6.207,457400
8.1132,446600
8.1657,500001
3.215,331300
4.9297,400000
3.9777,409800
12.1579,500001
3.5781,366700
8.1325,472700
5.9199,420500
6.6009,375700
6.8317,446100
5.1718,429100
3.1004,257100
5.3369,370400
3.3333,374300
9.5823,406200
6.6603,380400
4.9135,368100
5.1242,372900
2.5668,280000
3.8576,318600
3.1484,187500
3.1733,206300
3.7321,351100
5.5118,354700
2.9148,238700
3.6587,321200
5.5658,331200
6.9135,374000
7.8383,500001
6.2976,498400
7.4046,446800
5.3185,358000
5.049,323500
6.884,365600
3.6354,256300
2.3482,255400
4.325,292600
3.6974,286600
3.7083,241900
4.3438,189800
2.9,208300
2.6016,222400
5.0056,162500
3.2083,238000
3.2321,243600
2.8342,256800
3.0114,255500
2.6729,217100
3.0199,220200
3.2171,230800
3.1397,253700
4.3438,252700
2.9491,257400
3.5417,177100
3,178600
2.8884,252300
2.8088,247500
6.9408,298800
3.3906,284100
3.1435,282600
3.6875,209600
3.9054,200000
3.052,209800
2.5924,192900
2.8478,228100
2.2621,187500
3.0441,193800
2.6268,201300
3.0206,219500
2.1444,229000
3.0288,258300
2.9167,224300
2.462,254000
1.9125,238000
3.3636,257700
5.6921,269000
1.7301,202300
2.4421,222100
1.8929,196900
1.8235,275000
0.8185,187500
1.5417,268800
2.2614,248100
3.0074,175000
4.1083,210700
3.008,229000
2.6673,218100
2.5,207100
1.2188,218800
2.5388,205000
2.1602,221900
2.506,184500
2.5417,217500
4.0272,260500
2.125,243800
2.2244,255900
2.4856,181300
7.1262,446200
6.981,402900
4.7885,302200
3.9041,320400
3.5083,280900
4.7986,326100
4.375,332400
3.7015,287900
4.9042,343500
5.0865,349600
6.9909,345300
4.9886,328900
3.9866,294400
3.6071,289000
4.3631,284600
3.0431,262900
2.875,192400
2.5267,231800
4.375,341200
4.1731,352100
3.0179,272500
3.0625,361700
3.3897,222700
3.1051,206500
3.0973,251900
3.0687,200000
3.3205,172100
3.1587,181300
2.0875,222700
3.0179,118800
3.4,212100
3.5875,250000
5.1008,247100
4.2396,245100
3.7344,222000
4.6898,226000
3.138,217000
3.1406,223100
3.7411,235500
3.8462,231300
5.6975,231400
2.6827,219900
4.1923,231200
3.24,226900
2.8125,229900
4.0313,209100
5.1814,209500
4.282,224700
3.3056,230400
3.5583,232000
2.0385,225000
4.4408,216000
4.0742,229100
3.875,226900
3.8668,232000
4.1161,232500
3.2015,250000
4.2212,293800
5.636,267900
2.473,251800
3.7941,247800
3.2125,247000
4.875,249500
3.6111,254500
3.692,244500
3.4286,247900
2.3667,17500
4.2679,331800
3.5637,497400
4.0893,450000
3.6486,246900
4.0648,258800
3.2112,349300
6.2547,366700
2.9306,279300
3.4016,234600
4.3173,278300
3.1551,205000
3.9464,315000
3.1823,218300
2.4074,219400
4.0223,146000
3.6023,161800
3.1212,153500
3.4821,160300
1.7062,164600
4.6864,193800
2.865,155500
3.6726,154600
3.2095,167000
2.3724,154200
2.0286,122900
3.1588,160100
2.3375,154200
1.7708,138800
2.875,162500
1.9688,144100
3.3687,151700
2.5147,137100
2.7155,149800
7.9068,349100
6.1731,293800
5.8819,260500
7.4837,358700
5.5423,248700
4.7969,211700
3.5603,174600
6.2456,161700
4.8125,224500
4.4722,215600
6.5253,349900
8.0683,451500
6.1321,309700
4.6937,198000
8.2827,451400
4.0393,156800
3.3942,212800
3.8365,184200
3.3043,155500
2.2442,166700
3.3654,222100
7.5112,355500
3.875,186700
4.0023,185500
6.1049,297200
4.9091,275000
6.2089,283400
5.4224,269500
3.1905,235300
2.9375,209200
4.3145,233000
3.0448,192100
4.636,245500
2.588,209500
3.4107,170800
3.4219,194500
3.12,194300
5.27,209400
4.8304,228900
4.9844,203000
4.8894,191700
4.392,187600
4.5708,223000
7.7876,348900
4.8229,192600
3.6201,150400
3.8929,144600
4.075,231100
2.621,202200
3.7177,177200
3.5192,190500
4.2415,275700
4.4609,230000
3.9825,180500
2.8818,167200
3.75,180900
3.0735,212300
5.3637,214700
4.3148,240700
2.6779,136000
3.5072,121900
3.2756,156800
5.6785,239500
6.2089,261800
2.2813,125000
1.875,212500
3.1477,291200
2.4952,181800
5.5,289700
5.8891,226000
4.1739,158700
4.2639,154200
3.2566,151800
3.7958,152500
2.4375,112100
3.5313,117800
2.9063,115200
3.4871,136400
3.6359,135100
4.0368,139100
4.2143,146900
2.9388,139200
6.0434,214800
2.8661,124000
3.0638,113600
2.63,127300
2.3156,109800
2.8594,127200
1.9937,103600
1.9583,92600
1.9766,108000
3.9784,113500
2.2258,114800
3.7583,116300
3.7933,116100
2.4464,128700
3.9224,131300
4.1118,125900
3.6298,108500
3.1641,117300
2.227,91900
1.9029,98000
1.6645,93300
2.3859,116200
3.4398,134300
3.0294,135700
2.8983,129200
4.2415,140100
5.2269,161000
1.6006,146200
3.2481,128800
3.7321,134200
3.8438,130800
4.1339,135000
1.9643,113200
3.1786,117800
1.4063,98800
2.3406,122600
2.2596,119400
2.8929,118100
2.0734,113300
2.625,94300
2.1354,110700
2.1141,110900
1.9718,110600
3.15,129700
3.0375,118100
3.7454,116400
3.0429,129600
3.4609,123300
3.125,113600
2.8347,115800
3.4464,113000
5.6513,227900
6.3875,310700
6.2384,247600
6.0191,253900
5.0111,212900
5.0869,230600
4.9589,282100
6.4266,315600
6.8758,253800
6.2734,267000
6.1076,221200
7.0329,368300
6.6288,339700
5.9716,262100
5.1762,264400
6.4333,271500
6.9754,402500
7.5286,462700
8.105,386200
11.1077,500001
7.5196,380900
5.6015,267200
3.8167,258700
4.51,189900
5.5496,218200
6.4667,263900
6.1498,239100
3.775,191700
3.6484,189600
4.2685,216600
5.5629,188300
5.2405,220000
3.2469,206900
3.5109,186000
3.5977,180600
5.0832,196900
3.875,173300
3.8465,180700
3.1133,180600
4.2454,183800
5.1708,158500
4.0417,178000
3.8571,174500
4.6556,199600
4.5234,192200
4.1411,182700
4.9239,168800
4.0938,165300
4.5221,151300
3.2383,157000
3.9934,141900
4.05,141300
3.6875,140200
4.2019,140100
2.8547,155600
4.1836,164300
4.1995,147400
2.6619,117600
2.6292,136100
1.5,139800
3.1597,133000
2.6629,124100
4.0529,138200
3.3322,151400
2.2132,138500
2.8643,132600
3.7846,145500
4.1944,149500
2.9459,144400
3.5385,134400
2.1667,142600
3.525,153000
3.2202,126200
3.3625,153400
3.0417,137500
3.5625,141000
3.4327,147200
3.0184,139400
2.9107,152500
2.564,145800
2.25,138500
2.4911,145900
2.8906,134800
3.0806,142400
3.3261,164100
3.7736,158400
3.2,157100
2.7802,162500
3.4784,152200
3.7727,159700
3.5,161300
4.1304,160500
3.1034,140800
3.2957,141600
2.9712,143900
4,160100
3.4427,160800
3.1621,131000
3.2266,141800
3.4032,143400
2.8375,166500
3.125,154100
2.851,140600
2.2679,151800
3.1912,159900
3.9741,173100
2.1062,176700
4.4653,195400
4.064,201200
4.87,187700
3.2969,189000
4.1172,176500
3.9861,163900
4.2062,161300
4.0167,165500
4.4625,154200
3.8705,191900
4.1312,185200
3.3977,188800
4.5078,187100
3.9583,206000
4.3947,197000
4.125,185800
3.6625,217100
3.5795,186900
4.2986,189600
3.5536,207000
5.7039,199400
3.2813,181100
3.0441,185400
5.0123,165700
4.375,150500
3.7083,166000
4.25,166700
4.0052,160700
2.9437,180400
3.8304,175900
3.125,168600
4.5655,176600
4.125,220800
5.212,201200
2.4167,181300
2.3971,188900
3.4453,176700
4.3409,191800
2.7763,187800
3.5,215600
3.1949,207400
3.8837,200300
3.2943,204400
10.1248,428500
5.9254,491200
7.5,287200
5.4469,274700
5.6406,266200
3.9808,188600
3.055,172000
4.5179,218800
5.3664,268300
5.8519,249400
5.0897,189000
4.5594,204200
3.5547,197600
4.7708,191700
3.2122,195500
5.112,218300
5.0758,211100
5.184,224900
5.4635,202100
3.9375,187500
4.1731,205100
4.2926,190700
9.7066,182500
3.4596,202800
5.8722,204800
4.0333,210200
3.6648,193900
5.3559,207300
3.3523,170800
3.2083,195200
4.6312,184800
4.6118,191700
4.4102,183200
2.067,167300
3.6563,162700
4.0469,166800
4.5417,160300
3.2413,155500
4.0274,160700
3.7454,156900
3.7917,151100
2.8438,157600
3.1667,158000
3.5179,161400
2.8333,155700
4.1429,159800
3.4722,154600
4.119,163300
2.5192,157300
3.4115,150400
3.9803,152600
3.7578,155800
2.7361,145700
4.6364,163100
3.0904,158600
4.375,156500
4.7679,153900
3.1591,148300
4.7955,158100
4.025,146900
3.7258,181900
3.7708,163500
3.5592,160200
3.8409,163000
3.3409,161200
3.494,154500
3.8864,158900
2.274,150800
3.83,149000
4.0521,151800
3.3389,157900
2.1863,157600
4.2266,153800
3.871,162900
3.875,135600
4.2578,144100
4.1118,157300
3.975,162400
3.9219,159500
3.8581,163100
4.7917,164500
4.9342,181000
4.8854,178100
4.5554,278300
7.6286,330400
4.6324,168800
4.6587,161900
4.7589,178200
3.6308,192100
3.6275,154100
3.7917,131100
3.9702,141400
3.2799,199300
5.0704,226200
3.8201,136200
3.375,127200
3.75,190600
2.375,133300
2.625,191100
3.443,171900
3.8125,136300
3.9375,187500
4.0324,211300
4.9271,209700
3.8125,138000
3.185,168300
5.065,215400
5.257,226100
3.1979,183900
4.4653,193200
5.7057,262100
6.6988,382500
5.2405,302400
3.7459,152900
3.7083,165500
3.8319,179000
4.7332,289900
6.019,324900
7.0778,334300
6.2217,333500
6.9695,360400
4.1328,176300
4.4038,186700
4.5163,183800
6.1552,362500
5.6716,330400
4.9932,284000
5.0142,269900
6.7978,325000
6.8492,332200
5.2852,297600
6.2517,311100
5.7268,300300
5.7407,302200
5.5469,265200
2.5125,184500
3.253,186700
5.4155,213200
1.9762,105800
0.4999,112500
1.4722,137500
1.7206,107500
2.1908,94600
2.0156,112500
1.625,67500
4.4821,220100
6.2654,273800
5.411,219400
4.5594,184500
3.038,137500
2.5275,151700
3.766,163900
3.9464,179600
2.6014,150300
3.1094,136000
3.4375,151700
3.0417,148000
3.4777,144500
4.0083,142900
3.6806,130500
6.4576,500001
4.9968,295000
6.101,311800
5.532,318500
6.5254,365000
4.2407,262000
4.8059,270600
4.275,256800
3.9125,265500
3.875,280800
9.4667,500001
6.6888,500001
4.1797,486800
3.6,307400
7.2419,410400
5.0482,388900
4.0385,265700
5.2865,455400
5.9582,350700
4.5625,376800
3.5694,278600
3.6705,286500
4.8214,362500
4.125,330000
7.1615,484700
9.8098,500001
8.2004,500001
15.0001,500001
8.9728,500001
3.6341,391500
7.0315,437300
8.4889,500001
4.7308,352200
4.645,276200
3.3621,377200
15.0001,500001
3.735,218300
3.292,227300
2.6316,252800
3.9464,273600
3.0727,242600
4.7159,365900
5.2329,430900
7.7307,429000
4.9583,445700
6.1536,366000
3.8029,414800
5.4555,395100
6.5784,408500
6.5722,437400
2.8352,161700
3.52,187300
3.5878,222800
3.1304,185600
2.5417,178300
3.2377,184100
3.6336,235200
2.5625,153000
3.2841,167000
1.0548,178100
3.2723,166900
3.5481,158100
2.9605,129400
3.2857,130100
2.5395,139200
3.9219,175000
4.625,173800
4.0729,212300
4.5491,214800
3.94,278400
2.5114,212200
3.5625,211600
4.2132,212200
4.733,233700
1.9688,226000
4.625,219000
4.4236,233600
2.7857,201700
3.94,223900
2.9422,233100
5.9175,416900
5,447100
7.1885,500001
5.1509,426500
6.0878,430200
5.2249,445200
6.5989,500001
5.6916,500001
3.55,476700
3.6639,248100
4.5667,271500
4.1875,275400
3.2596,272400
2.7656,239500
3.0854,248700
4.8017,273800
4.7931,272600
3.8646,257100
4.3523,283600
3.5761,256700
3.6995,260100
4.1488,235300
4.6211,248900
4.2321,252200
4.0179,274300
4.0625,262500
4.8594,265900
3.244,258100
4.2898,251600
2.5474,198100
4.0987,202400
2.9196,208800
3.7222,207200
3.7066,206800
3.8304,183000
4.037,173300
2.8333,186000
3.5268,146400
3.4286,191800
3.6944,175200
2.6917,170000
2.8029,180900
2.4464,169600
3.4005,176300
3.6094,179200
3.8085,181400
3.4609,166300
3.994,195300
3.6531,166300
2.6071,175900
4.275,173600
3.1944,181700
4.6467,185100
2.3333,164200
3.25,159200
2.9688,162800
2.3611,131300
2.0433,138800
2.7254,143500
2.4914,159200
2.5119,180500
3.4202,189100
3.2569,201500
3.2312,211900
3.125,207100
2.806,214600
3.2373,183100
2.3929,184400
3.1042,152000
2.1453,162100
3.8125,174000
2.3098,173100
2.9334,182600
2.7721,155400
2.2559,166800
2.3236,156300
2.4706,170600
2.1094,135200
2.4875,157800
2.1383,153400
3.1875,154200
3.2132,176100
2.1781,174500
2.1406,162500
3.023,142000
2.5763,173900
1.9189,165900
3.5156,199300
3.29,205500
2.5985,168600
2.6579,156800
3.7279,162200
2.6288,160300
2.5445,151400
3.0536,137500
3,160600
3.5,165100
4.2917,161200
2.375,175000
2.2577,173800
2.5562,156300
2.7955,157500
3.5129,142300
2.1602,161700
2.3611,167000
3.0625,165800
2.8821,158100
10.2289,500001
7.8588,454800
5.5418,326100
5.7051,326000
7.7108,450000
9.532,483300
8.7835,444100
6.827,359400
6.4288,295500
4.7269,303900
6.1824,274100
5.6629,234000
4.9312,240200
2.92,242200
4.73,201000
5.0953,207400
3.7932,210300
4.1518,182100
4.5,184200
5.4727,238900
3.2216,161600
3.6094,160700
4.25,177900
3.8203,176000
5.9845,241700
9.8413,500001
8.3695,500001
8.72,415900
7.419,483700
6.553,500001
7.8375,500001
6.7571,443900
4.7734,450800
8.4802,500001
9.2463,500001
7.0059,500001
5.9771,431800
6.3794,500001
6.987,500001
15.0001,500001
15.0001,500001
15.0001,500001
9.0702,500001
9.4987,500001
2.2328,142100
2.0278,127500
1.8932,136100
2.4135,135700
3.1741,163800
2.8472,218800
3.3125,154900
2.2326,149200
3.5887,153500
4.375,166700
4.0985,173100
4.0714,234000
3.5164,226500
3.7222,237000
2.3967,163100
5.894,300900
5.9009,376000
6.3467,352700
6.4223,310900
4.7241,279600
3.2813,268100
4.99,261600
3.1115,234600
3.4777,230600
5.8309,309100
2.2692,225000
3.7159,315400
3.6094,261500
3.9688,175000
4.0524,173100
2.7148,166800
3.3068,154400
2.3,146700
2.3029,148800
1.2891,181300
2.2765,146600
1.7321,178400
3.5909,155400
4.1518,230700
6.07,261800
6.6031,500001
7.3715,263000
2.575,153500
1.5156,187500
1.1667,500001
1.6921,162500
2.3654,137500
2.3062,158000
2.1377,142300
1.6887,148600
1.0846,146400
3.2898,200000
2.6217,156300
2.7201,205700
2.2095,176700
2.8125,141700
1.9923,500001
0.8438,175000
2.2174,215400
2.8631,188600
2.4817,169500
2.6038,155600
2.1763,168800
3.0119,171400
3.1875,173100
2.5903,125000
4.7098,287900
4,250400
3.6719,227900
2.5664,215000
4.3083,269300
4.2386,283700
3.4811,300500
3.0417,222600
5.4223,325600
4.2065,320300
3.4583,239900
2.6172,196100
3.6474,184100
3.4167,198200
5.0237,241900
5.3272,330200
3.0096,199000
2.7431,177500
4.5461,242400
2.2321,237500
3.5568,205000
4.3452,260100
5.0393,321100
6.4761,397500
4.2143,369400
3.4087,209200
3.375,260400
0.4999,500001
3.1729,218700
6.1159,470800
8.4546,500001
7.4185,500001
3.88,281100
5.3377,373800
2.8007,210900
3.5804,324400
6.0948,358700
3.6572,213200
4.1324,434800
5.8692,490400
3.1033,217900
4.8304,493200
3.4531,210900
3.2643,163900
3.6997,225000
2.9511,282300
3.875,258300
2.3,55000
1.625,187500
8.2435,500001
7.4817,500001
11.7894,500001
7.9213,477800
6.1953,363000
7.7116,360900
4.7298,500001
4.7344,314700
7.723,500001
7.9976,500001
10.7397,500001
4.9167,251100
5.1072,479700
3.6389,215000
11.706,500001
10.6767,500001
11.5609,500001
15.0001,500001
10.2317,500001
9.1373,500001
8.1124,500001
12.4237,500001
9.7912,500001
7.8347,500001
6.3013,500001
11.6471,500001
15.0001,500001
5.9546,396700
5.5067,325000
5.4536,342700
5.6152,359900
3.301,251200
3.5671,228500
4.1136,279900
4.2312,272600
3.6827,264100
4.2434,270500
5.0736,270700
3.1576,225000
3.9464,257200
5.5924,285300
3.0819,214600
4.6442,316800
6.5078,414800
3.75,280000
6.706,351400
6.7099,352200
5.2503,292900
5.2131,359600
4.0556,282600
4.2344,306300
2.5663,197500
2.7816,188200
3.1103,214100
2.918,208700
4.825,351100
3.1975,252400
2.8919,258400
5.2292,444500
3.9485,419100
7.4111,469100
3.7895,364800
4.2981,352800
3.8427,319700
3.8529,350000
3.4018,204500
6.0199,500000
5.4165,435100
4.2944,354700
3.5875,309300
3.4559,364900
4.1661,364400
3.7235,263600
3.6406,278900
4.9676,381400
8.058,477300
3.108,231000
2.8062,192800
4.4306,225800
3.1204,224000
3.1211,229300
3.125,205600
3.3988,199200
2.7483,218800
2.85,219000
2.7036,170000
2.3464,191700
2.9405,217800
3.665,220400
3.3229,226600
3.2307,188400
3.0078,191700
2.2214,219000
2.575,228400
2.7436,201700
2.6553,183100
2.3462,188500
4.2833,258000
3.81,234600
3.3801,192500
2.34,210900
3.4375,259800
3.6083,212000
3.2361,187500
3.3512,214100
3.5313,213200
3.6696,210400
3.9219,205200
2.9688,211400
3.0125,224000
2.6901,235600
3.0357,206000
3.1607,218300
4.875,227300
2.543,208100
2.6884,204600
3.8906,238300
3.3966,243200
3.3421,201000
4.5446,244800
5.2719,244400
2.6981,208000
5.3032,245700
3.1583,268200
2.6716,227100
3,253900
2.5787,223000
3.2344,234900
3.085,220500
3.0592,212500
2.025,215600
2.2261,211800
1.1875,183900
2.3664,192200
2.4599,181600
2.3393,202300
2.3224,192300
4.1902,235000
3.7857,245700
4.7569,253800
3.2875,234400
2.4348,220700
3.8644,241500
3.6364,254600
3.125,242700
3.505,204300
6.1509,315100
5.828,301100
3.4118,341100
3.5089,305800
3.8472,293300
2.8672,198500
3.3906,237200
3.9531,268400
3.875,236400
2.5321,197200
2.4286,233300
3.1892,214700
2.1061,214700
2.8229,163700
2.9764,160300
2.5938,199300
3.2578,184200
2.5,182100
2.5964,176800
3.3088,186600
2.4931,170300
2.5104,185000
3.175,170800
2.25,203700
3.0347,183200
2.3424,188500
2.6094,179400
2.629,171600
4.7222,185100
2.2083,185600
2.9524,178800
3.25,179200
2.5488,187500
3.5357,199000
3.756,183300
2.913,152300
3.6512,168500
6.4385,272600
5.9941,266700
5.2446,258000
3.6625,247600
5.9214,254900
3.5833,227300
3.1083,220500
4.1375,211500
2.1944,203300
3.3214,209300
3.7109,198800
2.6146,243200
3.5272,213700
4.3646,211400
4.5795,235300
4.0938,246900
7.4597,500001
6.8189,379300
8.3474,500001
7.2472,441900
6.1898,282400
5.2851,258800
10.4835,498600
6.8109,401000
5.0861,296700
9.1541,453800
10.8034,500001
2.125,375000
6.2319,403700
5.2557,188800
3.9091,155100
3.7986,171000
3.2375,176800
3.4861,158100
2.63,143800
2.9107,150900
2.5969,150200
2.9321,144200
2.7679,176400
3.2031,147600
3.5469,150600
2.0729,114100
4.3333,149500
3.045,160600
4.1458,162500
3.692,172600
3.6875,175200
3.4306,162500
2.7202,190300
4.0677,165800
3.6033,157800
3.5,160700
3.5757,177900
3.6196,170700
2.5,162000
2.8152,163900
0.9817,166300
4.5595,164900
3.0577,163300
3.25,153300
3.3562,169200
4.2206,178000
5.4381,186900
2.9583,172600
4.7266,177600
3.9243,219800
4.1058,167300
5.193,263400
3.2359,198600
3.7328,182400
4.375,186200
3.7833,166100
3.3611,174400
4.5478,188000
3,163200
2.0147,137500
2.8311,155300
5.1985,279200
3.4312,243800
2.7578,236800
2.625,163300
1.9688,165600
2.3182,182100
3.6475,197100
8.6677,332700
3.8275,238500
6.148,313800
6.0648,290800
6.0663,372600
5.3054,273500
4.5446,244700
4.6226,219700
4.8152,232400
4.65,224300
3.2852,196200
2.824,167900
2.6082,162500
2.5686,177500
2.593,192000
4.2917,168900
4.108,181200
4.0536,171400
3.117,164600
3.6509,173200
4.1471,177800
3.8214,178500
3.225,154000
3.3214,148800
2.9714,160300
3.0491,158200
4.0379,172800
3.6,154000
4.3203,159200
3.2093,167800
3.9688,169800
3.9612,175800
3.1554,170700
4.2,163200
2.4607,155600
2.6991,147100
4.8929,156200
3.9773,166700
4.6333,161200
3.5481,163300
3.6875,169500
4.1389,166000
3.7326,164300
2.9922,163500
3.4083,156700
3.1607,172200
3.5268,152000
3.6397,166600
3.3942,147200
3.3621,169700
3.425,163200
4.5,166600
4.1711,160100
4.0357,162500
2.9821,142500
3.9549,192100
3.6667,173100
4.8304,160600
3.0944,162800
4.0096,165000
4.369,165400
2.7647,163000
3.5583,170800
4.0846,183400
4.5306,183400
3.8542,175400
2.4926,171400
5.2162,171900
4.625,173900
4.615,174000
3.6125,170800
1.9453,149000
3.1979,161800
3.6771,141500
3.1513,150000
3.2371,154700
3.875,164700
3.7969,164800
3,158300
3.6731,167000
4.1667,151900
3.4907,153500
4.3849,144100
3.4219,156200
4.1312,193800
5.2736,179500
4.3542,179800
3.4861,177200
4.2051,164400
3.4792,169000
4.4318,181100
4.6184,179800
4.2292,179500
4.6923,181000
5.3016,192200
3.488,191800
3.4886,173900
4.0985,226200
6.2924,232500
3.6458,208100
